N,P,K,temperature,humidity,ph,rainfall,label,Price_kg,kg_per_acre
75.00,38.00,38.00,26.15,71.24,7.36,197.00,jute,0.86,10000
70.00,44.00,36.00,26.82,78.20,6.62,198.00,jute,0.86,10000
17.00,75.00,19.00,27.93,66.45,9.09,198.00,pigeonpeas,0.76,800
74.00,52.00,35.00,26.31,82.37,7.02,198.00,rice,0.33,4500
108.00,37.00,51.00,24.90,80.53,8.46,198.00,rice,0.33,4500
17.00,19.00,33.00,27.64,99.35,5.55,199.00,coconut,0.32,5000
18.00,24.00,31.00,27.13,95.24,6.15,199.00,coconut,0.32,5000
66.00,52.00,45.00,25.52,72.25,5.50,199.00,jute,0.86,10000
55.00,44.00,46.00,25.22,70.88,5.96,199.00,jute,0.86,10000
13.00,83.00,23.00,19.35,55.97,3.30,199.00,mothbeans,0.84,4000
81.00,60.00,39.00,23.68,81.04,7.35,199.00,rice,0.33,4500
16.00,16.00,29.00,27.54,94.59,5.63,200.00,coconut,0.32,5000
87.00,19.00,29.00,26.65,57.57,6.83,200.00,coffee,4.55,500
24.00,74.00,24.00,28.69,49.47,6.67,200.00,mothbeans,0.84,4000
88.00,38.00,54.00,24.01,82.06,4.55,200.00,rice,0.33,4500
25.00,12.00,23.00,28.13,95.65,7.26,201.00,coconut,0.32,5000
29.00,82.00,16.00,30.58,34.76,9.20,201.00,mothbeans,0.84,4000
24.00,89.00,18.00,34.93,30.40,4.84,201.00,pigeonpeas,0.76,800
16.00,21.00,26.00,27.10,93.70,5.87,202.00,coconut,0.32,5000
89.00,36.00,28.00,26.67,52.24,7.38,202.00,coffee,4.55,500
105.00,37.00,42.00,24.31,53.57,8.45,202.00,coffee,4.55,500
23.00,13.00,32.00,26.58,95.79,5.48,203.00,coconut,0.32,5000
118.00,23.00,37.00,23.43,64.11,5.71,203.00,coffee,4.55,500
63.00,45.00,47.00,25.63,79.95,6.97,203.00,jute,0.86,10000
19.00,87.00,17.00,31.48,35.64,6.20,203.00,mothbeans,0.84,4000
18.00,57.00,18.00,24.55,57.34,6.61,203.00,mothbeans,0.84,4000
224.00,40.00,178.00,29.66,92.00,5.39,203.00,pineapple,1.1,10000
21.00,37.00,20.00,35.46,68.76,4.41,204.00,pigeonpeas,0.76,800
114.00,26.00,23.00,24.03,58.85,7.40,205.00,coffee,4.55,500
115.00,40.00,27.00,26.02,55.83,7.75,205.00,coffee,4.55,500
90.00,31.00,19.00,23.19,86.21,7.76,205.00,jute,0.86,10000
51.00,35.00,30.00,24.28,80.30,6.69,205.00,rice,0.33,4500
28.00,45.00,25.00,33.31,67.08,3.88,206.00,mothbeans,0.84,4000
22.00,18.00,18.00,28.11,90.02,6.96,207.00,coconut,0.32,5000
27.00,20.00,28.00,29.26,95.11,7.69,207.00,coconut,0.32,5000
18.00,16.00,33.00,27.64,95.49,4.98,208.00,coconut,0.32,5000
69.00,53.00,19.00,26.97,78.21,5.70,208.00,jute,0.86,10000
60.00,40.00,33.00,24.81,81.69,8.39,208.00,jute,0.86,10000
115.00,53.00,39.00,23.29,81.43,6.80,208.00,rice,0.33,4500
89.00,62.00,21.00,24.81,82.09,5.57,209.00,jute,0.86,10000
15.00,55.00,23.00,31.22,56.47,2.92,210.00,mothbeans,0.84,4000
25.00,103.00,18.00,30.50,35.49,6.89,210.00,pigeonpeas,0.76,800
43.00,50.00,45.00,21.33,80.47,6.90,210.00,rice,0.33,4500
83.00,41.00,29.00,24.89,71.92,5.19,211.00,jute,0.86,10000
69.00,48.00,18.00,26.29,84.57,5.84,212.00,rice,0.33,4500
34.00,9.00,37.00,26.07,96.70,5.47,213.00,coconut,0.32,5000
42.00,40.00,45.00,25.85,87.82,8.89,213.00,jute,0.86,10000
71.00,35.00,42.00,26.76,81.18,6.57,213.00,rice,0.33,4500
24.00,20.00,30.00,27.80,99.65,5.55,214.00,coconut,0.32,5000
108.00,17.00,24.00,24.24,54.30,6.54,214.00,coffee,4.55,500
27.00,67.00,25.00,25.95,40.58,6.83,214.00,mothbeans,0.84,4000
28.00,71.00,21.00,21.48,38.80,6.39,215.00,pigeonpeas,0.76,800
72.00,31.00,30.00,25.20,57.88,8.01,216.00,coffee,4.55,500
93.00,24.00,22.00,23.36,55.19,7.83,217.00,coffee,4.55,500
84.00,48.00,44.00,25.12,85.73,4.89,217.00,jute,0.86,10000
67.00,39.00,50.00,25.79,81.77,5.89,217.00,jute,0.86,10000
70.00,47.00,48.00,26.59,82.94,7.97,217.00,jute,0.86,10000
86.00,52.00,43.00,22.09,83.47,5.40,217.00,rice,0.33,4500
64.00,23.00,24.00,24.39,64.73,7.50,218.00,coffee,4.55,500
117.00,39.00,57.00,25.49,86.97,7.25,218.00,jute,0.86,10000
68.00,50.00,45.00,24.10,80.57,5.37,219.00,jute,0.86,10000
99.00,65.00,26.00,26.28,75.15,6.10,219.00,jute,0.86,10000
68.00,63.00,30.00,26.23,83.84,7.46,219.00,rice,0.33,4500
75.00,47.00,32.00,21.84,80.73,6.58,221.00,rice,0.33,4500
98.00,42.00,52.00,26.92,73.49,6.36,222.00,jute,0.86,10000
55.00,71.00,53.00,23.86,82.23,7.79,222.00,rice,0.33,4500
92.00,36.00,40.00,24.53,82.74,9.03,223.00,rice,0.33,4500
63.00,52.00,37.00,20.82,84.13,6.83,224.00,rice,0.33,4500
79.00,29.00,35.00,27.13,52.89,5.80,225.00,coffee,4.55,500
79.00,38.00,35.00,23.77,87.98,5.82,225.00,jute,0.86,10000
18.00,15.00,27.00,27.46,92.91,5.91,226.00,coconut,0.32,5000
13.00,19.00,42.00,28.94,93.00,5.17,227.00,coconut,0.32,5000
93.00,36.00,38.00,26.25,54.29,6.03,227.00,coffee,4.55,500
76.00,48.00,41.00,21.14,80.34,8.42,227.00,rice,0.33,4500
58.00,59.00,43.00,23.36,83.60,6.26,228.00,rice,0.33,4500
92.00,34.00,54.00,21.67,80.71,9.30,228.00,rice,0.33,4500
52.00,25.00,34.00,23.98,61.11,7.06,229.00,coffee,4.55,500
37.00,42.00,45.00,26.52,77.17,5.18,229.00,jute,0.86,10000
54.00,52.00,59.00,24.76,87.06,6.35,229.00,jute,0.86,10000
17.00,45.00,17.00,28.98,57.23,4.83,229.00,pigeonpeas,0.76,800
79.00,58.00,45.00,25.08,80.52,5.32,229.00,rice,0.33,4500
100.00,62.00,33.00,25.60,80.15,5.86,229.00,rice,0.33,4500
94.00,71.00,23.00,21.97,81.90,6.51,229.00,rice,0.33,4500
16.00,16.00,33.00,28.84,99.64,8.72,230.00,coconut,0.32,5000
86.00,46.00,46.00,23.70,74.64,6.69,230.00,jute,0.86,10000
31.00,21.00,34.00,26.52,98.38,6.55,231.00,coconut,0.32,5000
90.00,40.00,33.00,23.31,71.45,5.63,231.00,jute,0.86,10000
96.00,28.00,51.00,26.53,81.42,5.92,231.00,rice,0.33,4500
24.00,13.00,35.00,25.57,97.61,7.02,232.00,coconut,0.32,5000
16.00,78.00,20.00,28.43,52.10,5.52,233.00,pigeonpeas,0.76,800
29.00,24.00,34.00,27.59,92.49,4.45,234.00,coconut,0.32,5000
14.00,20.00,27.00,28.74,93.40,6.35,234.00,coconut,0.32,5000
109.00,44.00,40.00,23.82,80.94,5.99,234.00,jute,0.86,10000
77.00,33.00,17.00,24.06,71.31,7.51,234.00,jute,0.86,10000
87.00,61.00,45.00,21.72,80.24,4.74,234.00,rice,0.33,4500
52.00,49.00,52.00,22.78,82.07,6.02,234.00,rice,0.33,4500
67.00,35.00,32.00,21.02,82.95,6.64,236.00,rice,0.33,4500
86.00,40.00,52.00,23.98,81.45,4.44,238.00,rice,0.33,4500
44.00,44.00,47.00,26.99,89.06,7.83,239.00,jute,0.86,10000
19.00,18.00,23.00,28.03,95.02,6.09,241.00,coconut,0.32,5000
17.00,20.00,20.00,28.36,91.65,8.01,241.00,coconut,0.32,5000
79.00,56.00,37.00,22.18,80.33,5.84,241.00,rice,0.33,4500
97.00,41.00,38.00,20.28,82.89,7.16,241.00,rice,0.33,4500
77.00,38.00,41.00,23.58,72.00,7.91,242.00,jute,0.86,10000
98.00,40.00,43.00,20.08,83.29,7.86,243.00,rice,0.33,4500
76.00,55.00,40.00,25.27,73.75,5.82,244.00,jute,0.86,10000
66.00,24.00,55.00,20.28,82.12,9.12,246.00,rice,0.33,4500
141.00,44.00,154.00,25.70,83.00,4.36,247.00,pineapple,1.1,10000
20.00,21.00,22.00,27.75,95.95,6.86,248.00,coconut,0.32,5000
79.00,46.00,53.00,26.36,84.04,4.56,248.00,rice,0.33,4500
15.00,73.00,30.00,19.64,32.32,4.44,249.00,mothbeans,0.84,4000
52.00,50.00,41.00,23.84,83.88,1.62,249.00,rice,0.33,4500
88.00,28.00,35.00,23.83,84.81,7.02,249.00,rice,0.33,4500
49.00,39.00,33.00,24.44,82.45,7.11,250.00,rice,0.33,4500
85.00,61.00,38.00,23.58,83.59,7.47,252.00,rice,0.33,4500
22.00,19.00,32.00,25.03,91.54,6.40,254.00,coconut,0.32,5000
20.00,19.00,27.00,27.31,99.97,6.22,255.00,coconut,0.32,5000
117.00,52.00,50.00,21.77,80.32,5.95,255.00,rice,0.33,4500
28.00,13.00,36.00,29.13,91.31,5.32,256.00,coconut,0.32,5000
126.00,41.00,48.00,24.89,77.01,8.60,256.00,jute,0.86,10000
98.00,53.00,32.00,21.45,84.94,5.62,256.00,rice,0.33,4500
23.00,20.00,27.00,26.51,94.48,7.67,258.00,coconut,0.32,5000
91.00,28.00,31.00,26.14,79.12,5.87,258.00,jute,0.86,10000
79.00,45.00,37.00,23.24,84.59,4.09,258.00,rice,0.33,4500
76.00,41.00,46.00,25.63,83.53,6.04,259.00,rice,0.33,4500
77.00,65.00,36.00,23.14,75.00,5.50,261.00,jute,0.86,10000
107.00,45.00,36.00,24.49,83.21,7.33,261.00,jute,0.86,10000
29.00,45.00,22.00,24.64,80.41,5.25,262.00,rice,0.33,4500
92.00,54.00,43.00,21.53,82.14,2.39,263.00,rice,0.33,4500
31.00,14.00,27.00,25.76,94.66,6.87,264.00,coconut,0.32,5000
85.00,64.00,49.00,20.62,83.77,5.72,264.00,rice,0.33,4500
116.00,60.00,33.00,20.88,82.00,8.14,265.00,rice,0.33,4500
75.00,54.00,40.00,21.87,80.19,7.55,267.00,rice,0.33,4500
22.00,16.00,37.00,25.61,94.31,8.05,269.00,coconut,0.32,5000
105.00,54.00,61.00,26.80,80.89,7.58,269.00,rice,0.33,4500
98.00,42.00,37.00,25.43,82.95,3.80,271.00,rice,0.33,4500
56.00,54.00,61.00,26.53,80.12,8.19,271.00,rice,0.33,4500
65.00,39.00,33.00,23.48,81.33,6.72,282.00,rice,0.33,4500
97.00,36.00,38.00,26.80,82.15,6.81,282.00,rice,0.33,4500
89.00,65.00,33.00,24.96,84.48,6.71,290.00,rice,0.33,4500
69.00,68.00,41.00,20.41,82.21,7.10,290.00,rice,0.33,4500
51.00,37.00,42.00,22.73,82.17,6.56,291.00,rice,0.33,4500
23.00,16.00,33.00,25.39,98.09,8.88,292.00,coconut,0.32,5000
65.00,44.00,60.00,26.49,80.16,6.41,292.00,rice,0.33,4500
105.00,50.00,27.00,21.32,83.00,6.14,293.00,rice,0.33,4500
104.00,25.00,45.00,26.54,84.67,5.26,294.00,rice,0.33,4500
95.00,38.00,35.00,23.79,80.42,5.88,294.00,rice,0.33,4500
90.00,57.00,27.00,20.78,84.50,6.59,294.00,rice,0.33,4500
76.00,40.00,30.00,25.16,83.12,7.55,294.00,rice,0.33,4500
84.00,47.00,35.00,24.46,82.75,5.52,298.00,rice,0.33,4500
80.00,45.00,40.00,21.41,83.33,7.35,300.00,rice,0.33,4500
63.00,49.00,30.00,26.40,81.06,5.29,302.00,rice,0.33,4500
23.00,8.00,31.00,29.18,90.27,5.71,309.00,coconut,0.32,5000
65.00,45.00,42.00,24.52,83.54,2.77,311.00,rice,0.33,4500
84.00,42.00,41.00,23.64,80.29,7.01,317.00,rice,0.33,4500
61.00,26.00,33.00,23.43,80.57,7.17,317.00,rice,0.33,4500
77.00,60.00,44.00,22.71,82.64,3.99,318.00,rice,0.33,4500
95.00,42.00,41.00,20.27,81.64,3.18,319.00,rice,0.33,4500
79.00,49.00,33.00,26.73,81.79,6.84,322.00,rice,0.33,4500
101.00,19.00,31.00,22.23,81.86,7.72,331.00,rice,0.33,4500
103.00,33.00,41.00,21.59,82.79,5.57,335.00,rice,0.33,4500
93.00,38.00,32.00,24.87,82.84,4.57,337.00,rice,0.33,4500
93.00,50.00,25.00,22.70,82.81,4.82,339.00,rice,0.33,4500
77.00,35.00,26.00,22.68,83.46,5.47,344.00,rice,0.33,4500
75.00,35.00,53.00,20.13,81.60,4.77,362.00,rice,0.33,4500
